formation info;type formation info;formation magist ere;Class Code;temps rencontre;capacit e r esolution pb;insertion pro;citoyen num erique;Cet enseignement fait partie des mission;Cet enseignement est utile aux apprentis;facilit e mise en oeuvre;objectifs faciles; a l aise avec les connaissances;enseignement code;d ecision enseignement;coll egues enseignent code;mat eriel pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;raison non inscription MOOC;ecriture prog;definition pens ee info;prog affichage;prog tri;d eplacement robot;usages num erique;mettre en ligne;niveau classe;ann ees exp;d epartement;genre;option info;bac;DATE_SAISIE;NUMERO
Non;;;;;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CP";3;33;une femme;Non;Baccalaur eat g en eral L (anciennement A);26/06/2017 19:52;368
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Jamais;Oui;Oui;Autre;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CP;CM2";13;33;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 20:08;369
Oui durant ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Plutot non;Assez souvent;Occasionnellement;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Oui le plus long programme comportait entre 50 et 500 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CE1;18;33;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 20:17;370
Non;;;;;Plutot d accord;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot non;Assez souvent;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CM1;CM2";20;33;une femme;Non;Baccalaur eat g en eral L (anciennement A);26/06/2017 20:23;371
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Occasionnellement;Occasionnellement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CE1;CP";23;79;une femme;Non;Baccalaur eat g en eral L (anciennement A);26/06/2017 20:51;372
Non;;;;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Assez souvent;;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CP;CE2";15;33;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 20:56;373
Oui en dehors de ma formation initiale;formation avec des amis coll egues;Non mais il en existe dans mon d epartement;;;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Occasionnellement;Jamais;Oui;Oui;Autre;;Vous n avez fait que de la programmation en blocs;Oui;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CE1;CP";15;33;une femme;Oui;;26/06/2017 20:56;374
Oui durant ma formation initiale;formation avec des amis coll egues;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;;Plutot pas d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Non;Plutot non;Syst ematiquement;Occasionnellement;Oui;Oui;Sciences et technologies;;Oui le plus long programme comportait plus de 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CP;CM2";8;33;un homme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 20:53;375
Non;;;;;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Oui depuis la rentr ee 2016;de vous-m eme;Oui;Plutot non;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";CE2;20;33;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 20:58;376
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Occasionnellement;Occasionnellement;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CE1;CP";10;33;une femme;Non;Baccalaur eat g en eral L (anciennement A);26/06/2017 21:09;377
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CM2";30;33;un homme;Non;Baccalaur eat technologique;26/06/2017 21:28;379
Oui durant ma formation initiale;formation en pr esentiel;Non mais il en existe dans mon d epartement;;;Tout  a fait d accord;Plutot pas d accord;Tout  a fait d accord;;;Plutot d accord;;Plutot pas d accord;Oui avant la rentr ee 2016;de vous-m eme;;;;;Non;;;;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Grande section;CE1;CM1;Moyenne section;CP";20;47;un homme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 21:34;380
Oui durant ma formation initiale;"MOOC;formation en pr esentiel";Non mais il en existe dans mon d epartement;Non mais vous en avez entendu parler;;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Tout  a fait d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Occasionnellement;Occasionnellement;Oui;Oui;"Enseignement;Sciences et technologies";;Oui le plus long programme comportait entre 50 et 500 lignes;Non;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"Petite section;CE1;CP";2;47;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 21:39;381
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Syst ematiquement;Jamais;Oui;;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CP;15;33;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 21:49;382
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Occasionnellement;Jamais;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique";;"CM1;CM2";30;47;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 22:00;383
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique";;"CE1;CP";19;47;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 22:09;384
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Participation  a des r eseaux sociaux";Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.);"CE1;CP";41;24;une femme;Non;Baccalaur eat g en eral ES (anciennement B);26/06/2017 22:28;385
Non;;;;;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Non;Plutot oui;Occasionnellement;Jamais;Oui;Oui;"Lettres langues sciences humaines et sociales;Enseignement;Informatique";;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CM1;CE2;CM2";15;47;un homme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 22:14;386
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Rarement;Rarement;Oui;Oui;"Lettres langues sciences humaines et sociales;Sciences et technologies";;Oui le plus long programme comportait plus de 500 lignes;Oui;Non;Non;Non;"Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CE1;Moyenne section;CP;CE2;CM2";20;47;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);26/06/2017 22:32;388
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Syst ematiquement;Occasionnellement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;Petite section;15;47;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);27/06/2017 05:34;391
Non;;;;;Tout  a fait d accord;Pas d accord du tout;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Assez souvent;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CM1;14;47;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);27/06/2017 07:11;392
Non;;;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Non;Tout  a fait;Assez souvent;Occasionnellement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Non;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.);"CM1;CM2";30;33;un homme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);27/06/2017 08:08;393
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Oui;Plutot oui;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CE1;CP";18;33;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);27/06/2017 08:20;394
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Oui depuis la rentr ee 2016;de vous-m eme;Oui;Plutot non;Assez souvent;Rarement;Oui;Oui;Enseignement;;Vous n avez fait que de la programmation en blocs;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";CM1;17;47;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);27/06/2017 11:25;395
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;;;Plutot pas d accord;Plutot pas d accord;;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Rarement;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux";Mettre en ligne des contenus personnels (avis photos vid eos etc.);;15;33;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);27/06/2017 11:37;396
Oui en dehors de ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Pas du tout;Syst ematiquement;Occasionnellement;Oui;Non;;;Oui le plus long programme comportait moins de 50 lignes;Non;Oui;Oui;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);;10;33;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);27/06/2017 13:12;397
Oui en dehors de ma formation initiale;"formation en ligne (hors MOOC);MOOC";Non il n en n existe pas dans mon d epartement;Non vous n en n avez pas entendu parler;;Tout  a fait d accord;Plutot pas d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Non;Tout  a fait;Occasionnellement;Rarement;Oui;Oui;Informatique;;Oui le plus long programme comportait plus de 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Petite section;Grande section;Moyenne section";15;33;un homme;Non;Baccalaur eat g en eral L (anciennement A);27/06/2017 14:23;398
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Assez souvent;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Oui;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"Grande section;Moyenne section";13;40;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);27/06/2017 14:30;399
Non;;;;;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Rarement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique";;"Grande section;CP";23;40;;Non;Baccalaur eat technologique;27/06/2017 14:51;400
