formation info;OuiInit;OuiHors;Non;type formation info;Famis;FPres;FL;FH;formation magistère;Capacité résolution problème;Insertion professionnelle;Citoyen numérique;Missions école;Transversalité;Facilité de mise en oeuvre;Clarté des objectifs;Aisance avec les connaissances;;décision enseignement;dvm;sollicitcollec;sollicitinstit;collègues enseignent code;matériels ressources pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;LLSH;Enseignement;Informatique;ST;Autre;raisons non inscription MOOC;ecriture prog;definition pensée info;prog affichage;prog tri;prog déplacement robot;usages numériques;AL;RS;Vidéos;Musique;mettre en ligne;Mettreenligne;Mettreenlignepro;Rien;niveau classe;PS;MS;GS;CP;CE1;CE2;CM1;CM2;années exp;département;genre;diplome option info;bac;enseignement code;label
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;3;3;1;2;1;;;FAUX;FAUX;FAUX;Non;0;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS";VRAI;VRAI;FAUX;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CP;CE2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;5;64;F;Non;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;4;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;0;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;1;74;F;Non;S;Non;2
OuiHors;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;FAUX;NonNexistePas;3;2;3;2;2;2;2;2;;;FAUX;FAUX;FAUX;Non;0;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Non;Oui;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;12;33;F;Oui;S;Non;2
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;1;3;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Non;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Mettreenligne;VRAI;FAUX;FAUX;"PS;GS;MS";VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;11;7;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;4;4;3;1;2;2;;;FAUX;FAUX;FAUX;Non;0;5;0;Oui;Oui;"LLSHS;Autre";VRAI;FAUX;FAUX;FAUX;VRAI;;2;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;9;72;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;2;1;3;1;;;FAUX;FAUX;FAUX;Non;0;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Non;Non;Non;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;17;72;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;2;2;2;;;FAUX;FAUX;FAUX;Oui;1;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;;FAUX;FAUX;FAUX;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;15;85;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;3;2;1;1;1;;;FAUX;FAUX;FAUX;Non;0;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;14;44;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;2;1;2;2;2;;;FAUX;FAUX;FAUX;Oui;1;0;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Oui;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;25;44;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;2;2;2;2;;;FAUX;FAUX;FAUX;Non;0;3;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;15;16;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;0;1;1;Oui;Oui;"LLSHS;ST";VRAI;FAUX;FAUX;VRAI;FAUX;;4;Oui;Non;Non;Non;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Mettreenligne;VRAI;FAUX;FAUX;"CE1;MS;CP;CE2;CM2";FAUX;VRAI;FAUX;VRAI;VRAI;VRAI;FAUX;VRAI;20;47;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;2;2;2;2;3;;;FAUX;FAUX;FAUX;Non;0;1;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE1;CM1;CP;CE2;CM2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;VRAI;9;38;F;Oui;S;Non;2
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;3;2;3;2;2;3;3;2;;;FAUX;FAUX;FAUX;Non;1;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;1;44;F;Oui;S;Non;2
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;2;3;3;3;3;2;2;3;;;FAUX;FAUX;FAUX;Non;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"PS;GS;MS";VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;5;44;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;2;2;2;;;FAUX;FAUX;FAUX;Non;1;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"GS;CP";FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;5;85;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;3;1;2;2;3;3;;;FAUX;FAUX;FAUX;Non;0;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;2;Oui;Oui;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;2;64;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;1;2;2;2;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CP;CE2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;2;47;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;2;2;2;2;2;;;FAUX;FAUX;FAUX;Non;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Mettreenligne;VRAI;FAUX;FAUX;"GS;MS";FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;5;74;F;Oui;S;Non;2
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;2;2;2;3;2;2;4;;;FAUX;FAUX;FAUX;Non;2;3;1;Oui;Oui;Informatique;FAUX;FAUX;VRAI;FAUX;FAUX;;4;Non;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;37;38;H;Non;L;Non;2
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;1;1;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;0;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Non;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;40;17;H;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;2;3;1;1;3;;;FAUX;FAUX;FAUX;Non;0;5;4;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE1;CM1;CP;CE2;CM2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;VRAI;27;38;H;Non;Etranger;Non;2
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;1;1;1;3;2;2;4;;;FAUX;FAUX;FAUX;Non;1;2;2;Oui;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;30;7;H;Oui;Etranger;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;1;2;4;2;4;;;FAUX;FAUX;FAUX;Oui;1;2;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"Musique;RS;Vidéos";FAUX;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;20;49;H;Non;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;3;1;1;1;2;1;;;FAUX;FAUX;FAUX;Non;0;1;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;40;17;H;Non;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;1;3;1;1;2;;;FAUX;FAUX;FAUX;Non;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;2;Non;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;GS;MS";VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;24;38;;Non;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;2;2;1;1;1;;;FAUX;FAUX;FAUX;Oui;1;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;25;40;F;Non;ES;Non;2
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;3;2;2;2;1;;;FAUX;FAUX;FAUX;Non;1;5;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;4;Non;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;MS;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;1;38;F;Non;S;Non;2
OuiInit;VRAI;FAUX;FAUX;;FAUX;FAUX;FAUX;FAUX;NonNexistePas;4;3;2;3;3;1;2;4;;;FAUX;FAUX;FAUX;Non;0;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;2;Oui;Oui;Oui;Oui;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;15;33;F;Oui;S;Non;2
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;3;2;3;3;3;;;FAUX;FAUX;FAUX;Non;2;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;"PS;GS;MS";VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;9;64;F;Oui;S;Non;2
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;4;3;2;3;3;2;1;3;;;FAUX;FAUX;FAUX;Non;1;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;23;26;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;2;1;;;FAUX;FAUX;FAUX;Non;3;3;1;Oui;Oui;Enseignement;FAUX;VRAI;FAUX;FAUX;FAUX;;4;Non;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;20;86;F;Oui;S;Non;2
OuiInit;VRAI;FAUX;FAUX;"MOOC;FPres";FAUX;VRAI;FAUX;FAUX;Nonexiste;3;2;1;2;2;2;2;4;;;FAUX;FAUX;FAUX;Non;0;2;2;Oui;Oui;"Enseignement;ST";FAUX;VRAI;FAUX;VRAI;FAUX;;3;Non;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;CE1;CP";VRAI;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;2;47;F;Oui;S;Non;2
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;4;3;3;3;4;2;1;3;;;FAUX;FAUX;FAUX;Oui;2;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;4;Non;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CP;CE2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;5;38;F;Oui;S;Non;2
OuiHors;FAUX;VRAI;FAUX;FH;FAUX;FAUX;FAUX;VRAI;NonNexistePas;2;3;4;2;1;1;1;3;;;FAUX;FAUX;FAUX;Non;3;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CP;CE2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;3;72;F;Oui;S;Non;2
OuiHors;FAUX;VRAI;FAUX;FL;FAUX;FAUX;VRAI;FAUX;Oui;3;3;3;3;3;3;2;3;;;FAUX;FAUX;FAUX;Oui;2;1;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;4;Non;Oui;Oui;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"GS;MS";FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;10;44;H;Non;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;1;1;2;2;1;;;FAUX;FAUX;FAUX;Non;2;2;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;2;Oui;Oui;Oui;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"GS;CE1;MS;CE2";FAUX;VRAI;VRAI;FAUX;VRAI;VRAI;FAUX;FAUX;12;7;H;Non;S;Non;2
OuiInit;VRAI;FAUX;FAUX;;FAUX;FAUX;FAUX;FAUX;;3;2;2;3;3;1;2;2;;;FAUX;FAUX;FAUX;Oui;0;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;12;33;H;Oui;S;Non;2
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;NonNexistePas;3;3;3;3;2;1;1;2;;;FAUX;FAUX;FAUX;Non;0;0;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;4;Oui;Non;Oui;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;MS;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;20;33;F;Oui;ES;Non;2
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;2;3;4;3;2;1;1;2;;;FAUX;FAUX;FAUX;Non;0;5;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;VRAI;7;26;F;Non;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;2;2;3;2;3;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;2;Oui;Oui;Oui;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;11;73;F;Non;S;Non;2
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;4;4;2;2;3;;;FAUX;FAUX;FAUX;Oui;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Oui;Oui;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;2;53;F;Non;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;3;1;3;2;;;FAUX;FAUX;FAUX;Non;2;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;2;Oui;Non;Oui;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;GS;MS";VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;12;73;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;2;3;3;4;2;2;4;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;GS;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;17;86;H;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;3;3;2;3;3;;;FAUX;FAUX;FAUX;Non;2;3;1;Oui;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;10;49;H;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;2;2;2;2;;sollicitcollec;FAUX;VRAI;FAUX;Non;2;5;3;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;21;33;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;2;3;3;3;2;1;2;;dvm;VRAI;FAUX;FAUX;Non;2;5;0;Oui;Oui;"Informatique;Autre";FAUX;FAUX;VRAI;FAUX;VRAI;;0;Oui;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;34;26;F;Non;Techno;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;2;2;2;2;;dvm;VRAI;FAUX;FAUX;;1;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;GS;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;15;40;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;3;3;3;;sollicitinstit;FAUX;FAUX;VRAI;Non;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;1;Oui;Oui;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;17;74;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;2;2;2;;"dvm;sollicitcollec";VRAI;VRAI;FAUX;Oui;2;5;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;3;26;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;2;2;2;2;3;;dvm;VRAI;FAUX;FAUX;Oui;0;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Oui;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE1;CM1;CP;CE2;CM2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;VRAI;35;74;F;Oui;ES;Pasencoremaisoui;3
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;3;1;2;2;1;1;1;1;;dvm;VRAI;FAUX;FAUX;Non;1;5;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;1;86;F;Oui;ES;Pasencoremaisoui;3
